exam_center,CODE,SUBJECT NAME,REG,SAT,NO-CA,W/HD,CLEAN,PASS,GPA,REG/RANK,NAT/RANK
S2562 WISHITELEJA,24,LITERATURE IN ENGLISH,81,79,0,0,79,10,4.8734,27/27,1500/1533
S2562 WISHITELEJA,31,PHYSICS,15,15,0,0,15,3,4.8,117/139,3538/4680
S2562 WISHITELEJA,32,CHEMISTRY,25,25,0,0,25,11,4.52,126/140,4392/4883
S2562 WISHITELEJA,33,BIOLOGY,81,79,0,0,79,31,4.4304,115/140,3457/4916
S2562 WISHITELEJA,41,BASIC MATHEMATICS,81,79,0,0,79,9,4.8608,115/140,2941/4919
S2561 SONGWA,11,CIVICS,50,50,0,0,50,32,4.16,81/140,2991/4919
S2561 SONGWA,12,HISTORY,50,50,0,0,50,36,4.22,63/140,1938/4896
S2561 SONGWA,13,GEOGRAPHY,50,50,0,0,50,29,4.18,68/140,2005/4916
S2561 SONGWA,21,KISWAHILI,50,50,0,0,50,49,3.18,47/140,2261/4919
S2561 SONGWA,22,ENGLISH LANGUAGE,50,50,0,0,50,43,3.7,43/140,1371/4919
S2561 SONGWA,31,PHYSICS,11,11,0,0,11,2,4.8182,120/139,3641/4680
S2561 SONGWA,32,CHEMISTRY,13,13,0,0,13,10,3.9231,73/140,2631/4883
S2561 SONGWA,33,BIOLOGY,50,50,0,0,50,26,4.3,90/140,2844/4916
S2561 SONGWA,41,BASIC MATHEMATICS,50,50,0,0,50,5,4.86,113/140,2935/4919
S2560 TALAGA,11,CIVICS,38,33,0,0,33,7,4.697,138/140,4739/4919
S2560 TALAGA,12,HISTORY,38,33,0,0,33,8,4.7273,137/140,4416/4896
S2560 TALAGA,13,GEOGRAPHY,38,33,0,0,33,10,4.6061,131/140,4230/4916
S2560 TALAGA,21,KISWAHILI,38,33,0,0,33,26,3.697,129/140,4380/4919
S2560 TALAGA,22,ENGLISH LANGUAGE,38,33,0,0,33,14,4.4545,137/140,4267/4919
S2560 TALAGA,31,PHYSICS,2,2,0,0,2,1,4.5,60/139,2261/4680
S2560 TALAGA,32,CHEMISTRY,5,4,0,0,4,2,4.0,85/140,2975/4883
S2560 TALAGA,33,BIOLOGY,38,33,0,0,33,8,4.697,136/140,4544/4916
S2560 TALAGA,41,BASIC MATHEMATICS,38,33,0,0,33,2,4.9091,127/140,3588/4919
S2559 MAGANZO,11,CIVICS,149,146,0,0,146,65,4.4247,119/140,4145/4919
S2559 MAGANZO,12,HISTORY,149,146,0,0,146,59,4.4863,104/140,3250/4896
S2559 MAGANZO,13,GEOGRAPHY,149,146,0,0,146,44,4.5685,127/140,4063/4916
S2559 MAGANZO,15,ELIMU YA DINI YA KIISLAMU,14,14,0,0,14,11,3.5,2/11,100/1135
S2559 MAGANZO,21,KISWAHILI,149,146,0,0,146,140,3.1301,38/140,2013/4919
S2559 MAGANZO,22,ENGLISH LANGUAGE,149,146,0,0,146,73,4.2329,109/140,3341/4919
S2559 MAGANZO,24,LITERATURE IN ENGLISH,74,72,0,0,72,34,4.375,18/27,1108/1533
S2559 MAGANZO,31,PHYSICS,27,27,0,0,27,8,4.5926,77/139,2566/4680
S2559 MAGANZO,32,CHEMISTRY,33,33,0,0,33,31,3.4242,19/140,1005/4883
S2559 MAGANZO,33,BIOLOGY,149,146,0,0,146,76,4.2329,76/140,2526/4916
S2559 MAGANZO,41,BASIC MATHEMATICS,149,146,0,0,146,12,4.8699,118/140,3056/4919
S2558 SOMAGEDI,11,CIVICS,51,50,0,0,50,26,4.32,99/140,3733/4919
S2558 SOMAGEDI,12,HISTORY,51,50,0,0,50,17,4.5,108/140,3324/4896
S2558 SOMAGEDI,13,GEOGRAPHY,51,50,0,0,50,22,4.32,90/140,2721/4916
S2558 SOMAGEDI,21,KISWAHILI,51,50,0,0,50,43,3.5,101/140,3747/4919
S2558 SOMAGEDI,22,ENGLISH LANGUAGE,51,50,0,0,50,27,4.14,98/140,2882/4919
S2558 SOMAGEDI,31,PHYSICS,9,9,0,0,9,4,4.5556,69/139,2431/4680
S2558 SOMAGEDI,32,CHEMISTRY,17,17,0,0,17,11,4.0588,90/140,3108/4883
S2558 SOMAGEDI,33,BIOLOGY,51,50,0,0,50,22,4.3,89/140,2843/4916
S2558 SOMAGEDI,41,BASIC MATHEMATICS,51,50,0,0,50,8,4.74,72/140,1799/4919
S2557 BUSIYA,11,CIVICS,84,79,0,0,79,33,4.4051,115/140,4070/4919
S2557 BUSIYA,12,HISTORY,84,79,0,0,79,33,4.3671,87/140,2622/4896
S2557 BUSIYA,13,GEOGRAPHY,84,79,0,0,79,52,3.8608,25/140,1050/4916
S2557 BUSIYA,21,KISWAHILI,84,79,0,0,79,61,3.5443,112/140,3925/4919
S2557 BUSIYA,22,ENGLISH LANGUAGE,84,79,0,0,79,39,4.2658,112/140,3503/4919
S2557 BUSIYA,24,LITERATURE IN ENGLISH,31,30,0,0,30,24,3.6667,5/27,366/1533
S2557 BUSIYA,31,PHYSICS,7,7,0,0,7,5,4.1429,24/139,1032/4680
S2557 BUSIYA,32,CHEMISTRY,15,15,0,0,15,14,3.2,10/140,557/4883
S2557 BUSIYA,33,BIOLOGY,84,79,0,0,79,25,4.4937,121/140,3769/4916
S2557 BUSIYA,41,BASIC MATHEMATICS,84,79,0,0,79,9,4.8608,114/140,2940/4919
S2556 KILOLELI,11,CIVICS,48,48,0,0,48,13,4.6875,137/140,4730/4919
S2556 KILOLELI,12,HISTORY,48,48,0,0,48,14,4.6458,129/140,4099/4896
S2556 KILOLELI,13,GEOGRAPHY,48,48,0,0,48,12,4.6667,137/140,4438/4916
S2556 KILOLELI,21,KISWAHILI,48,48,0,0,48,25,4.2708,140/140,4881/4919
S2556 KILOLELI,22,ENGLISH LANGUAGE,48,48,0,0,48,13,4.6667,140/140,4748/4919
S2556 KILOLELI,31,PHYSICS,10,10,0,0,10,1,4.9,130/139,4057/4680
S2556 KILOLELI,32,CHEMISTRY,12,12,0,0,12,4,4.6667,134/140,4623/4883
S2556 KILOLELI,33,BIOLOGY,48,48,0,0,48,11,4.7292,139/140,4639/4916
S2556 KILOLELI,41,BASIC MATHEMATICS,48,48,0,0,48,2,4.9375,135/140,3969/4919
S2555 MWAKIPOYA,11,CIVICS,28,25,0,0,25,5,4.76,140/140,4809/4919
S2555 MWAKIPOYA,12,HISTORY,28,25,0,0,25,8,4.64,128/140,4062/4896
S2555 MWAKIPOYA,13,GEOGRAPHY,28,25,0,0,25,16,4.28,82/140,2509/4916
S2555 MWAKIPOYA,21,KISWAHILI,28,25,0,0,25,24,3.48,96/140,3661/4919
S2555 MWAKIPOYA,22,ENGLISH LANGUAGE,28,25,0,0,25,12,4.4,127/140,4060/4919
S2555 MWAKIPOYA,31,PHYSICS,5,5,0,0,5,0,5.0,139/139,4570/4680
S2555 MWAKIPOYA,32,CHEMISTRY,17,17,0,0,17,3,4.8235,138/140,4803/4883
S2555 MWAKIPOYA,33,BIOLOGY,28,25,0,0,25,12,4.36,102/140,3125/4916
S2555 MWAKIPOYA,41,BASIC MATHEMATICS,28,25,0,0,25,2,4.92,132/140,3750/4919
S2554 IDUKILO,11,CIVICS,81,80,0,0,80,27,4.55,130/140,4503/4919
S2554 IDUKILO,12,HISTORY,81,80,0,0,80,31,4.4625,102/140,3113/4896
S2554 IDUKILO,13,GEOGRAPHY,81,80,0,0,80,24,4.5625,126/140,4043/4916
S2554 IDUKILO,21,KISWAHILI,81,80,0,0,80,69,3.4125,85/140,3362/4919
S2554 IDUKILO,22,ENGLISH LANGUAGE,81,80,0,0,80,41,4.3,117/140,3650/4919
S2554 IDUKILO,31,PHYSICS,16,16,0,0,16,4,4.6875,93/139,2992/4680
S2554 IDUKILO,32,CHEMISTRY,20,20,0,0,20,18,3.7,46/140,1844/4883
S2554 IDUKILO,33,BIOLOGY,81,80,0,0,80,25,4.5625,129/140,4072/4916
S2554 IDUKILO,41,BASIC MATHEMATICS,81,80,0,0,80,4,4.9375,134/140,3965/4919
S2553 MWAMADULU,11,CIVICS,55,54,0,0,54,37,4.0556,62/140,2486/4919
S2553 MWAMADULU,12,HISTORY,55,54,0,0,54,36,3.9815,28/140,1201/4896
S2553 MWAMADULU,13,GEOGRAPHY,55,54,0,0,54,36,4.1296,57/140,1779/4916
S2553 MWAMADULU,21,KISWAHILI,55,54,0,0,54,49,3.2407,56/140,2563/4919
S2553 MWAMADULU,22,ENGLISH LANGUAGE,55,54,0,0,54,39,3.9444,71/140,2081/4919
S2553 MWAMADULU,31,PHYSICS,24,24,0,0,24,5,4.7917,115/139,3505/4680
S2553 MWAMADULU,32,CHEMISTRY,24,24,0,0,24,23,3.875,65/140,2470/4883
S2553 MWAMADULU,33,BIOLOGY,55,54,0,0,54,31,4.2593,81/140,2655/4916
S2553 MWAMADULU,41,BASIC MATHEMATICS,55,54,0,0,54,7,4.8519,111/140,2821/4919
S2552 BUNAMBIYU,11,CIVICS,101,97,0,0,97,42,4.4227,118/140,4141/4919
S2552 BUNAMBIYU,12,HISTORY,101,97,0,0,97,47,4.4433,100/140,3020/4896
S2552 BUNAMBIYU,13,GEOGRAPHY,101,97,0,0,97,32,4.5567,124/140,3997/4916
S2552 BUNAMBIYU,21,KISWAHILI,101,97,0,0,97,78,3.4639,93/140,3602/4919
S2552 BUNAMBIYU,22,ENGLISH LANGUAGE,101,97,0,0,97,39,4.4124,134/140,4113/4919
S2552 BUNAMBIYU,31,PHYSICS,21,21,0,0,21,14,4.0476,19/139,842/4680
S2552 BUNAMBIYU,32,CHEMISTRY,34,34,0,0,34,33,3.2941,13/140,708/4883
S2552 BUNAMBIYU,33,BIOLOGY,101,97,0,0,97,50,4.2268,75/140,2505/4916
S2552 BUNAMBIYU,41,BASIC MATHEMATICS,101,97,0,0,97,16,4.7216,63/140,1666/4919
S2551 NGOFILA,11,CIVICS,54,53,0,0,53,24,4.4906,128/140,4339/4919
S2551 NGOFILA,12,HISTORY,54,53,0,0,53,19,4.566,118/140,3698/4896
S2551 NGOFILA,13,GEOGRAPHY,54,53,0,0,53,25,4.434,110/140,3379/4916
S2551 NGOFILA,21,KISWAHILI,54,53,0,0,53,48,3.4151,87/140,3375/4919
S2551 NGOFILA,22,ENGLISH LANGUAGE,54,53,0,0,53,35,4.1509,99/140,2926/4919
S2551 NGOFILA,31,PHYSICS,10,10,0,0,10,2,4.7,95/139,3044/4680
S2551 NGOFILA,32,CHEMISTRY,23,23,0,0,23,8,4.6087,131/140,4537/4883
S2551 NGOFILA,33,BIOLOGY,54,53,0,0,53,26,4.3585,101/140,3120/4916
S2551 NGOFILA,41,BASIC MATHEMATICS,54,53,0,0,53,8,4.7925,89/140,2180/4919
S2550 MLONDWE,11,CIVICS,109,107,0,0,107,56,4.3738,108/116,3938/4919
S2550 MLONDWE,12,HISTORY,109,107,0,0,107,43,4.4953,88/116,3295/4896
S2550 MLONDWE,13,GEOGRAPHY,109,107,0,0,107,57,4.2991,74/116,2612/4916
S2550 MLONDWE,21,KISWAHILI,109,107,0,0,107,101,3.1495,92/116,2104/4919
S2550 MLONDWE,22,ENGLISH LANGUAGE,109,107,0,0,107,64,4.2056,101/116,3223/4919
S2550 MLONDWE,31,PHYSICS,21,21,0,0,21,5,4.7143,75/115,3098/4680
S2550 MLONDWE,32,CHEMISTRY,21,21,0,0,21,14,4.0476,77/116,3071/4883
S2550 MLONDWE,33,BIOLOGY,109,107,0,0,107,48,4.3738,90/116,3181/4916
S2550 MLONDWE,41,BASIC MATHEMATICS,109,107,0,0,107,6,4.9065,92/116,3550/4919
S2549 ALPHA,11,CIVICS,79,79,0,0,79,79,3.038,40/299,372/4919
S2549 ALPHA,12,HISTORY,79,79,0,0,79,78,2.8861,22/298,156/4896
S2549 ALPHA,13,GEOGRAPHY,79,79,0,0,79,78,3.038,22/299,214/4916
S2549 ALPHA,21,KISWAHILI,79,79,0,0,79,79,2.7468,60/299,788/4919
S2549 ALPHA,22,ENGLISH LANGUAGE,79,79,0,0,79,79,1.8987,11/299,85/4919
S2549 ALPHA,24,LITERATURE IN ENGLISH,16,16,0,0,16,16,2.625,6/128,24/1533
S2549 ALPHA,31,PHYSICS,38,38,0,0,38,37,3.6579,46/293,302/4680
S2549 ALPHA,32,CHEMISTRY,38,38,0,0,38,38,2.6842,19/293,115/4883
S2549 ALPHA,33,BIOLOGY,79,79,0,0,79,79,2.6709,25/299,225/4916
S2549 ALPHA,36,INFORMATION & COMPUTER STUDIES,9,9,0,0,9,9,2.5556,6/26,16/165
S2549 ALPHA,41,BASIC MATHEMATICS,79,79,0,0,79,71,3.1772,20/299,133/4919
S2549 ALPHA,42,ADDITIONAL MATHEMATICS,10,10,0,0,10,10,2.8,3/5,7/23
S2549 ALPHA,61,COMMERCE,29,29,0,0,29,29,3.1034,11/175,59/853
S2549 ALPHA,62,BOOK-KEEPING,29,29,0,0,29,29,3.1379,12/172,68/843
S2547 LYANDEMBELA,11,CIVICS,127,125,0,0,125,65,4.416,158/163,4114/4919
S2547 LYANDEMBELA,12,HISTORY,127,125,0,0,125,37,4.648,150/162,4115/4896
S2547 LYANDEMBELA,13,GEOGRAPHY,127,125,0,0,125,37,4.656,160/163,4402/4916
S2547 LYANDEMBELA,21,KISWAHILI,127,125,0,0,125,116,3.4,158/163,3312/4919
S2547 LYANDEMBELA,22,ENGLISH LANGUAGE,127,125,0,0,125,81,4.184,126/163,3096/4919
S2547 LYANDEMBELA,24,LITERATURE IN ENGLISH,17,17,0,0,17,17,3.6471,8/81,353/1533
S2547 LYANDEMBELA,31,PHYSICS,48,34,0,0,34,0,5.0,144/160,4325/4680
S2547 LYANDEMBELA,32,CHEMISTRY,48,38,0,0,38,8,4.7632,159/162,4755/4883
S2547 LYANDEMBELA,33,BIOLOGY,127,125,0,0,125,47,4.52,137/163,3895/4916
S2547 LYANDEMBELA,41,BASIC MATHEMATICS,127,125,0,0,125,7,4.944,146/163,4069/4919
S2547 LYANDEMBELA,61,COMMERCE,16,16,0,0,16,0,5.0,16/17,804/853
S2547 LYANDEMBELA,62,BOOK-KEEPING,16,16,0,0,16,1,4.9375,16/17,775/843
S2546 KELLU HILL,11,CIVICS,68,66,0,34,32,20,3.9688,96/235,2127/4919
S2546 KELLU HILL,12,HISTORY,68,66,0,34,32,23,3.7813,49/235,843/4896
S2546 KELLU HILL,13,GEOGRAPHY,68,66,0,34,32,23,3.9375,59/235,1179/4916
S2546 KELLU HILL,14,BIBLE KNOWLEDGE,9,8,0,3,5,4,3.4,15/24,208/386
S2546 KELLU HILL,21,KISWAHILI,68,66,0,34,32,30,3.0625,85/235,1724/4919
S2546 KELLU HILL,22,ENGLISH LANGUAGE,68,66,0,34,32,26,3.7813,78/235,1564/4919
S2546 KELLU HILL,31,PHYSICS,18,18,0,8,10,8,3.8,25/227,429/4680
S2546 KELLU HILL,32,CHEMISTRY,18,18,0,8,10,10,2.9,15/233,230/4883
S2546 KELLU HILL,33,BIOLOGY,68,66,0,34,32,20,4.0,66/235,1623/4916
S2546 KELLU HILL,41,BASIC MATHEMATICS,68,66,0,34,32,7,4.6563,63/235,1333/4919
S2545 NAMALENGA,11,CIVICS,68,68,0,0,68,34,4.4265,109/146,4154/4919
S2545 NAMALENGA,12,HISTORY,68,68,0,0,68,20,4.6176,117/145,3950/4896
S2545 NAMALENGA,13,GEOGRAPHY,68,68,0,0,68,25,4.5441,101/146,3952/4916
S2545 NAMALENGA,15,ELIMU YA DINI YA KIISLAMU,46,46,0,0,46,12,4.7174,80/90,1006/1135
S2545 NAMALENGA,21,KISWAHILI,68,68,0,0,68,63,3.1176,59/146,1949/4919
S2545 NAMALENGA,22,ENGLISH LANGUAGE,68,68,0,0,68,24,4.5735,123/146,4586/4919
S2545 NAMALENGA,32,CHEMISTRY,29,29,0,0,29,5,4.8276,140/142,4805/4883
S2545 NAMALENGA,33,BIOLOGY,68,68,0,0,68,20,4.6324,93/146,4331/4916
S2545 NAMALENGA,41,BASIC MATHEMATICS,68,68,0,0,68,0,5.0,127/146,4677/4919
S2543 NG'HOBOKO,11,CIVICS,53,48,0,0,48,39,3.8333,77/150,1635/4919
S2543 NG'HOBOKO,12,HISTORY,53,48,0,0,48,26,4.2292,84/150,1970/4896
S2543 NG'HOBOKO,13,GEOGRAPHY,53,48,0,0,48,27,4.1667,91/150,1928/4916
S2543 NG'HOBOKO,21,KISWAHILI,53,48,0,0,48,44,3.2708,85/150,2683/4919
S2543 NG'HOBOKO,22,ENGLISH LANGUAGE,53,48,0,0,48,27,4.1458,103/150,2902/4919
S2543 NG'HOBOKO,24,LITERATURE IN ENGLISH,53,48,0,0,48,29,4.0417,15/28,744/1533
S2543 NG'HOBOKO,31,PHYSICS,11,9,0,0,9,7,4.2222,71/150,1238/4680
S2543 NG'HOBOKO,32,CHEMISTRY,20,16,0,0,16,13,3.9375,116/150,2680/4883
S2543 NG'HOBOKO,33,BIOLOGY,53,48,0,0,48,26,4.2083,127/150,2417/4916
S2543 NG'HOBOKO,41,BASIC MATHEMATICS,53,48,0,0,48,8,4.7708,108/150,2022/4919
S2542 KALANGASA,11,CIVICS,88,83,0,0,83,60,3.9639,42/91,2106/4919
S2542 KALANGASA,12,HISTORY,88,83,0,0,83,39,4.3976,71/91,2783/4896
S2542 KALANGASA,13,GEOGRAPHY,88,83,0,0,83,41,4.3494,60/91,2888/4916
S2542 KALANGASA,21,KISWAHILI,88,83,0,0,83,81,3.0723,51/91,1765/4919
S2542 KALANGASA,22,ENGLISH LANGUAGE,88,83,0,0,83,48,4.2289,63/91,3325/4919
S2542 KALANGASA,31,PHYSICS,12,12,0,0,12,4,4.6667,46/88,2887/4680
S2542 KALANGASA,32,CHEMISTRY,12,12,0,0,12,12,3.4167,19/91,978/4883
S2542 KALANGASA,33,BIOLOGY,88,83,0,0,83,46,4.2048,49/91,2397/4916
S2542 KALANGASA,41,BASIC MATHEMATICS,88,83,0,0,83,10,4.8675,52/91,3030/4919
S2540 ITEBWA,11,CIVICS,11,11,0,0,11,8,4.0,111/210,2296/4919
S2540 ITEBWA,12,HISTORY,11,11,0,0,11,6,4.3636,123/209,2605/4896
S2540 ITEBWA,13,GEOGRAPHY,11,11,0,0,11,8,3.9091,46/210,1125/4916
S2540 ITEBWA,21,KISWAHILI,11,11,0,0,11,11,3.3636,169/210,3143/4919
S2540 ITEBWA,22,ENGLISH LANGUAGE,11,11,0,0,11,11,3.8182,80/210,1665/4919
S2540 ITEBWA,24,LITERATURE IN ENGLISH,4,4,0,0,4,3,3.5,12/143,265/1533
S2540 ITEBWA,31,PHYSICS,5,5,0,0,5,1,4.8,157/207,3567/4680
S2540 ITEBWA,32,CHEMISTRY,8,8,0,0,8,3,4.625,201/208,4561/4883
S2540 ITEBWA,33,BIOLOGY,11,11,0,0,11,6,4.0909,89/210,1950/4916
S2540 ITEBWA,41,BASIC MATHEMATICS,11,11,0,0,11,2,4.8182,120/210,2435/4919
S2538 MWANANCHI,11,CIVICS,165,164,0,0,164,108,4.0854,104/171,2639/4919
S2538 MWANANCHI,12,HISTORY,165,164,0,0,164,98,4.189,70/171,1819/4896
S2538 MWANANCHI,13,GEOGRAPHY,165,164,0,0,164,78,4.2988,106/171,2610/4916
S2538 MWANANCHI,14,BIBLE KNOWLEDGE,6,5,0,0,5,5,3.6,12/18,248/386
S2538 MWANANCHI,15,ELIMU YA DINI YA KIISLAMU,59,50,0,0,50,19,4.56,42/57,845/1135
S2538 MWANANCHI,21,KISWAHILI,165,164,0,0,164,145,3.5427,134/171,3915/4919
S2538 MWANANCHI,22,ENGLISH LANGUAGE,165,164,0,0,164,117,3.9634,78/171,2158/4919
S2538 MWANANCHI,23,FRENCH LANGUAGE,26,25,0,0,25,5,4.8,9/11,163/173
S2538 MWANANCHI,24,LITERATURE IN ENGLISH,41,40,0,0,40,18,4.5,25/40,1226/1533
S2538 MWANANCHI,31,PHYSICS,40,40,0,0,40,18,4.325,56/170,1521/4680
S2538 MWANANCHI,32,CHEMISTRY,61,61,0,0,61,47,3.8361,75/171,2356/4883
S2538 MWANANCHI,33,BIOLOGY,165,164,0,0,164,85,4.2378,106/171,2559/4916
S2538 MWANANCHI,41,BASIC MATHEMATICS,165,164,0,0,164,29,4.75,87/171,1838/4919
S2538 MWANANCHI,61,COMMERCE,7,7,0,0,7,3,4.5714,16/22,548/853
S2538 MWANANCHI,62,BOOK-KEEPING,7,7,0,0,7,0,5.0,21/22,807/843
S2537 ILALA,11,CIVICS,189,188,0,0,188,124,3.9043,125/299,1885/4919
S2537 ILALA,12,HISTORY,189,188,0,0,188,120,3.9415,109/298,1107/4896
S2537 ILALA,13,GEOGRAPHY,189,188,0,0,188,96,4.2606,146/299,2410/4916
S2537 ILALA,15,ELIMU YA DINI YA KIISLAMU,31,30,0,0,30,19,4.2,51/138,427/1135
S2537 ILALA,21,KISWAHILI,189,188,0,0,188,171,3.3511,171/299,3079/4919
S2537 ILALA,22,ENGLISH LANGUAGE,189,188,0,0,188,134,3.6223,124/299,1204/4919
S2537 ILALA,24,LITERATURE IN ENGLISH,18,18,0,0,18,18,3.3889,31/128,182/1533
S2537 ILALA,31,PHYSICS,69,69,0,0,69,50,4.1304,110/293,1002/4680
S2537 ILALA,32,CHEMISTRY,69,69,0,0,69,65,3.4203,90/293,991/4883
S2537 ILALA,33,BIOLOGY,189,188,0,0,188,96,4.1223,129/299,2083/4916
S2537 ILALA,41,BASIC MATHEMATICS,189,188,0,0,188,56,4.5426,103/299,944/4919
S2537 ILALA,61,COMMERCE,13,13,0,0,13,4,4.6923,125/175,625/853
S2537 ILALA,62,BOOK-KEEPING,13,13,0,0,13,4,4.6154,126/172,610/843
S2535 KABULA,11,CIVICS,64,63,0,0,63,35,4.2857,170/210,3584/4919
S2535 KABULA,12,HISTORY,64,63,0,0,63,29,4.4127,135/209,2864/4896
S2535 KABULA,13,GEOGRAPHY,64,63,0,0,63,30,4.381,145/210,3048/4916
S2535 KABULA,21,KISWAHILI,64,63,0,0,63,62,3.0159,95/210,1557/4919
S2535 KABULA,22,ENGLISH LANGUAGE,64,63,0,0,63,48,3.8095,78/210,1639/4919
S2535 KABULA,24,LITERATURE IN ENGLISH,48,48,0,0,48,30,4.2292,86/143,949/1533
S2535 KABULA,31,PHYSICS,14,14,0,0,14,5,4.6429,104/207,2778/4680
S2535 KABULA,32,CHEMISTRY,22,22,0,0,22,22,3.5455,53/208,1352/4883
S2535 KABULA,33,BIOLOGY,64,63,0,0,63,43,3.9841,72/210,1590/4916
S2535 KABULA,41,BASIC MATHEMATICS,64,63,0,0,63,11,4.7937,104/210,2190/4919
S2534 GUTA,11,CIVICS,107,104,0,0,104,43,4.4615,162/198,4241/4919
S2534 GUTA,12,HISTORY,107,104,0,0,104,28,4.6058,146/197,3896/4896
S2534 GUTA,13,GEOGRAPHY,107,104,0,0,104,45,4.3654,98/198,2958/4916
S2534 GUTA,21,KISWAHILI,107,104,0,0,104,66,4.1154,194/198,4839/4919
S2534 GUTA,22,ENGLISH LANGUAGE,107,104,0,0,104,46,4.375,149/198,3964/4919
S2534 GUTA,31,PHYSICS,25,25,0,0,25,12,4.48,74/195,2093/4680
S2534 GUTA,32,CHEMISTRY,47,46,0,0,46,22,4.3913,170/198,4121/4883
S2534 GUTA,33,BIOLOGY,107,104,0,0,104,38,4.5192,163/198,3891/4916
S2534 GUTA,41,BASIC MATHEMATICS,107,104,0,0,104,15,4.7308,48/198,1736/4919
S2533 SAMBU,11,CIVICS,47,47,0,0,47,46,3.2979,39/170,651/4919
S2533 SAMBU,12,HISTORY,47,47,0,0,47,42,3.6383,37/170,656/4896
S2533 SAMBU,13,GEOGRAPHY,47,47,0,0,47,45,3.4043,28/170,463/4916
S2533 SAMBU,21,KISWAHILI,47,47,0,0,47,47,2.4043,21/170,304/4919
S2533 SAMBU,22,ENGLISH LANGUAGE,47,47,0,0,47,47,2.8085,31/170,413/4919
S2533 SAMBU,24,LITERATURE IN ENGLISH,30,30,0,0,30,30,3.5667,21/71,305/1533
S2533 SAMBU,31,PHYSICS,21,21,0,0,21,21,3.619,21/165,269/4680
S2533 SAMBU,32,CHEMISTRY,26,26,0,0,26,26,3.3077,36/170,732/4883
S2533 SAMBU,33,BIOLOGY,47,47,0,0,47,46,3.4043,43/170,750/4916
S2533 SAMBU,41,BASIC MATHEMATICS,47,47,0,0,47,38,3.7234,22/170,294/4919
S2533 SAMBU,61,COMMERCE,12,12,0,0,12,9,4.0,21/54,264/853
S2533 SAMBU,62,BOOK-KEEPING,12,12,0,0,12,9,4.0,21/53,258/843
S2532 ADAM,11,CIVICS,29,29,0,0,29,22,4.0345,117/210,2392/4919
S2532 ADAM,12,HISTORY,29,29,0,0,29,15,4.4138,137/209,2873/4896
S2532 ADAM,13,GEOGRAPHY,29,29,0,0,29,19,4.2414,115/210,2311/4916
S2532 ADAM,21,KISWAHILI,29,29,0,0,29,28,3.4828,191/210,3667/4919
S2532 ADAM,22,ENGLISH LANGUAGE,29,29,0,0,29,21,4.0345,114/210,2445/4919
S2532 ADAM,24,LITERATURE IN ENGLISH,26,26,0,0,26,10,4.5,114/143,1229/1533
S2532 ADAM,31,PHYSICS,10,10,0,0,10,2,4.8,156/207,3549/4680
S2532 ADAM,32,CHEMISTRY,11,11,0,0,11,8,4.0909,138/208,3225/4883
S2532 ADAM,33,BIOLOGY,29,29,0,0,29,20,4.069,85/210,1879/4916
S2532 ADAM,41,BASIC MATHEMATICS,29,29,0,0,29,5,4.8276,126/210,2517/4919
S2532 ADAM,61,COMMERCE,4,4,0,0,4,0,5.0,38/39,827/853
S2532 ADAM,62,BOOK-KEEPING,4,4,0,0,4,0,5.0,38/39,816/843
S2531 KASHISHI,11,CIVICS,108,106,0,0,106,77,3.9434,100/176,2032/4919
S2531 KASHISHI,12,HISTORY,108,106,0,0,106,76,4.0472,70/176,1379/4896
S2531 KASHISHI,13,GEOGRAPHY,108,106,0,0,106,70,3.9811,57/176,1289/4916
S2531 KASHISHI,21,KISWAHILI,108,106,0,0,106,106,2.8679,45/176,1070/4919
S2531 KASHISHI,22,ENGLISH LANGUAGE,108,106,0,0,106,82,3.8679,85/176,1819/4919
S2531 KASHISHI,24,LITERATURE IN ENGLISH,44,44,0,0,44,40,3.7045,22/57,404/1533
S2531 KASHISHI,31,PHYSICS,25,23,0,0,23,20,3.913,24/167,570/4680
S2531 KASHISHI,32,CHEMISTRY,38,38,0,0,38,38,3.5789,69/176,1452/4883
S2531 KASHISHI,33,BIOLOGY,108,106,0,0,106,80,3.8396,51/176,1270/4916
S2531 KASHISHI,41,BASIC MATHEMATICS,108,106,0,0,106,27,4.6509,45/176,1303/4919
S2530 NYAMANORO,11,CIVICS,242,240,0,0,240,155,4.0125,155/265,2315/4919
S2530 NYAMANORO,12,HISTORY,242,240,0,0,240,146,4.1167,91/264,1585/4896
S2530 NYAMANORO,13,GEOGRAPHY,242,240,0,0,240,133,4.125,106/265,1758/4916
S2530 NYAMANORO,15,ELIMU YA DINI YA KIISLAMU,52,42,0,0,42,15,4.5952,26/30,886/1135
S2530 NYAMANORO,21,KISWAHILI,242,240,0,0,240,222,3.3083,129/265,2889/4919
S2530 NYAMANORO,22,ENGLISH LANGUAGE,242,240,0,0,240,169,3.85,111/265,1759/4919
S2530 NYAMANORO,24,LITERATURE IN ENGLISH,119,114,0,0,114,64,4.3246,73/98,1052/1533
S2530 NYAMANORO,31,PHYSICS,76,76,0,0,76,51,4.1053,74/263,945/4680
S2530 NYAMANORO,32,CHEMISTRY,76,76,0,0,76,73,3.3684,70/264,855/4883
S2530 NYAMANORO,33,BIOLOGY,242,240,0,0,240,152,4.0292,112/265,1749/4916
S2530 NYAMANORO,41,BASIC MATHEMATICS,242,240,0,0,240,57,4.5708,71/265,1011/4919
