exam_center,CENTRE CATEGORY,CENTRE POSITION IN ITS CATEGORY(NATIONWISE),CENTRE POSITION IN ITS CATEGORY(REGIONWISE),EXAMINATION CENTRE GPA,EXAMINATION CENTRE REGION,TOTAL PASSED CANDIDATES,REGIST,ABSENT,SAT,WITHHELD,NO-CA,CLEAN,DIV I,DIV II,DIV III,DIV IV,DIV 0
S2615 MBAWE,CENTRE WITH LESS THAN 40 CANDIDATES,767/1011,37/61,4.1497,LINDI,15,20,0,20,0,0,20,0,1,3,11,5
S2616 IMALASEKO,CENTRE WITH LESS THAN 40 CANDIDATES,391/1011,27/50,3.7280,SIMIYU,26,32,3,29,0,0,29,0,5,9,12,3
S2617 KISESA,CENTRE WITH 40 CANDIDATES OR MORE,1474/3908,57/100,3.8849,SIMIYU,51,58,1,57,0,0,57,1,4,10,36,6
S2618 MWANJOLO,CENTRE WITH LESS THAN 40 CANDIDATES,738/1011,50/50,4.1264,SIMIYU,25,28,0,28,0,0,28,0,1,3,21,3
S2619 MWAMISHALI,CENTRE WITH 40 CANDIDATES OR MORE,1262/3908,48/100,3.8254,SIMIYU,58,70,7,63,0,0,63,1,6,12,39,5
S2620 LYUSA,CENTRE WITH LESS THAN 40 CANDIDATES,684/1011,48/50,4.0559,SIMIYU,24,34,0,34,0,0,34,1,4,2,17,10
S2621 ITINJE,CENTRE WITH LESS THAN 40 CANDIDATES,472/1011,34/50,3.8399,SIMIYU,31,34,0,34,0,0,34,0,6,5,20,3
S2622 BUKUNDI,CENTRE WITH LESS THAN 40 CANDIDATES,521/1011,38/50,3.9033,SIMIYU,18,20,0,20,0,0,20,0,1,4,13,2
S2623 MWABUSALU,CENTRE WITH 40 CANDIDATES OR MORE,2517/3908,91/100,4.1078,SIMIYU,32,42,2,40,0,0,40,0,2,5,25,8
S2624 NAMONGE,CENTRE WITH 40 CANDIDATES OR MORE,664/3908,11/102,3.4616,GEITA,128,138,1,137,0,0,137,7,29,29,63,9
S2625 ISANGIJO,CENTRE WITH 40 CANDIDATES OR MORE,1673/3908,46/102,3.9320,GEITA,72,91,3,88,0,0,88,2,8,17,45,16
S2626 CHARLOTTE,CENTRE WITH 40 CANDIDATES OR MORE,100/3908,6/176,2.1569,MOROGORO,93,93,0,93,0,0,93,42,41,8,2,0
S2627 BULEGA,CENTRE WITH 40 CANDIDATES OR MORE,601/3908,8/102,3.3771,GEITA,92,98,4,94,0,0,94,2,19,39,32,2
S2628 MSONGA,CENTRE WITH 40 CANDIDATES OR MORE,802/3908,16/102,3.6083,GEITA,71,81,3,78,0,0,78,9,10,13,39,7
S2629 MULUNGA,CENTRE WITH 40 CANDIDATES OR MORE,1358/3908,49/95,3.8500,NJOMBE,43,48,0,48,0,0,48,3,2,9,29,5
S2630 IDAMBA,CENTRE WITH 40 CANDIDATES OR MORE,1461/3908,51/95,3.8805,NJOMBE,36,42,0,42,0,0,42,1,5,7,23,6
S2631 MUKILIMA,CENTRE WITH 40 CANDIDATES OR MORE,2243/3908,75/95,4.0536,NJOMBE,96,139,1,138,0,0,138,0,21,10,65,42
S2632 NYALUSI,CENTRE WITH LESS THAN 40 CANDIDATES,902/1011,39/41,4.3298,PWANI,5,27,0,27,20,0,7,0,0,1,4,2
S2633 MWANGEZA,CENTRE WITH 40 CANDIDATES OR MORE,1934/3908,59/116,3.9907,SINGIDA,35,43,1,42,0,0,42,2,3,6,24,7
S2634 KASELYA,CENTRE WITH 40 CANDIDATES OR MORE,1777/3908,52/116,3.9544,SINGIDA,51,62,3,59,0,0,59,0,6,11,34,8
S2635 KIDARU,CENTRE WITH 40 CANDIDATES OR MORE,1437/3908,37/116,3.8732,SINGIDA,50,61,0,61,0,0,61,3,6,9,32,11
S2636 URUGHU,CENTRE WITH LESS THAN 40 CANDIDATES,717/1011,33/45,4.0926,SINGIDA,23,32,2,30,0,0,30,1,0,5,17,7
S2637 MBELEKESE,CENTRE WITH 40 CANDIDATES OR MORE,1288/3908,28/116,3.8316,SINGIDA,50,64,2,62,0,0,62,3,7,11,29,12
S2638 TULYA,CENTRE WITH 40 CANDIDATES OR MORE,2923/3908,95/116,4.1925,SINGIDA,65,92,2,90,0,0,90,0,5,9,51,25
S2639 KINAMBEU,CENTRE WITH 40 CANDIDATES OR MORE,1313/3908,29/116,3.8383,SINGIDA,118,126,0,126,0,0,126,1,10,26,81,8
S2640 JORMA,CENTRE WITH LESS THAN 40 CANDIDATES,562/1011,22/45,3.9505,SINGIDA,29,33,0,33,0,0,33,0,2,8,19,4
S2641 IBAGA,CENTRE WITH 40 CANDIDATES OR MORE,2257/3908,76/116,4.0559,SINGIDA,58,80,5,75,0,0,75,1,6,9,42,17
S2642 NTWIKE,CENTRE WITH 40 CANDIDATES OR MORE,3352/3908,108/116,4.2944,SINGIDA,34,54,0,54,0,0,54,0,3,3,28,20
S2643 TUMULI,CENTRE WITH 40 CANDIDATES OR MORE,2118/3908,68/116,4.0308,SINGIDA,40,49,4,45,0,0,45,1,1,6,32,5
S2644 KINAMPANDA,CENTRE WITH 40 CANDIDATES OR MORE,1928/3908,58/116,3.9891,SINGIDA,97,117,2,115,0,0,115,1,5,22,69,18
S2645 MTOA,CENTRE WITH 40 CANDIDATES OR MORE,1737/3908,50/116,3.9460,SINGIDA,40,49,1,48,0,0,48,0,3,12,25,8
S2646 KYENGEGE,CENTRE WITH 40 CANDIDATES OR MORE,739/3908,15/116,3.5517,SINGIDA,74,79,2,77,0,0,77,4,14,17,39,3
S2647 DENIS,CENTRE WITH LESS THAN 40 CANDIDATES,182/1011,13/59,3.3050,MOROGORO,20,20,0,20,0,0,20,1,5,5,9,0
S2648 GUNDA,CENTRE WITH 40 CANDIDATES OR MORE,1878/3908,55/116,3.9768,SINGIDA,80,101,2,99,0,0,99,2,8,17,53,19
S2649 O.S.P RUHUJI,CENTRE WITH 40 CANDIDATES OR MORE,364/3908,9/95,2.9718,NJOMBE,84,84,0,84,0,0,84,8,31,31,14,0
S2650 DR.A.M.SHEIN,CENTRE WITH 40 CANDIDATES OR MORE,3596/3908,127/137,4.3863,RUVUMA,43,63,4,59,0,0,59,0,0,2,41,16
S2651 BUKONDO,CENTRE WITH 40 CANDIDATES OR MORE,3017/3908,84/102,4.2156,GEITA,78,126,4,122,0,0,122,0,9,18,51,44
S2652 KOM,CENTRE WITH 40 CANDIDATES OR MORE,183/3908,4/121,2.4731,SHINYANGA,176,176,0,176,0,0,176,55,62,46,13,0
S2653 SOVI,CENTRE WITH 40 CANDIDATES OR MORE,2159/3908,71/95,4.0396,NJOMBE,99,117,0,117,0,0,117,1,6,20,72,18
S2654 NDOOMBO,CENTRE WITH LESS THAN 40 CANDIDATES,839/1011,42/46,4.2357,ARUSHA,8,8,0,8,0,0,8,0,0,0,8,0
S2655 MARANATHA,CENTRE WITH 40 CANDIDATES OR MORE,399/3908,19/187,3.0428,MBEYA,166,167,1,166,0,0,166,16,58,58,34,0
S2656 FPCT-RUO,CENTRE WITH 40 CANDIDATES OR MORE,418/3908,4/61,3.0822,LINDI,55,55,0,55,0,0,55,2,20,22,11,0
S2657 KISUKE,CENTRE WITH 40 CANDIDATES OR MORE,1910/3908,67/121,3.9845,SHINYANGA,95,120,4,116,0,0,116,0,14,17,64,21
S2658 BUGISHA,CENTRE WITH 40 CANDIDATES OR MORE,1385/3908,41/121,3.8577,SHINYANGA,63,69,1,68,0,0,68,2,6,13,42,5
S2659 MWAMANDI,CENTRE WITH 40 CANDIDATES OR MORE,2683/3908,84/121,4.1393,SHINYANGA,32,42,0,42,0,0,42,0,2,5,25,10
S2660 BALOHA,CENTRE WITH 40 CANDIDATES OR MORE,1902/3908,66/121,3.9830,SHINYANGA,99,154,10,144,0,0,144,4,15,29,51,45
S2661 LUNGUYA,CENTRE WITH 40 CANDIDATES OR MORE,2023/3908,70/121,4.0111,SHINYANGA,64,86,2,84,0,0,84,2,8,11,43,20
S2662 IGWAMANONI,CENTRE WITH 40 CANDIDATES OR MORE,1097/3908,29/121,3.7741,SHINYANGA,55,61,6,55,0,0,55,1,4,12,38,0
S2663 BULIGE,CENTRE WITH 40 CANDIDATES OR MORE,1299/3908,37/121,3.8349,SHINYANGA,68,81,1,80,0,0,80,0,13,14,41,12
S2664 LIPULI,CENTRE WITH 40 CANDIDATES OR MORE,1292/3908,51/134,3.8330,IRINGA,74,84,4,80,0,0,80,0,11,14,49,6
S2665 MUHWANA,CENTRE WITH 40 CANDIDATES OR MORE,1406/3908,59/134,3.8655,IRINGA,49,57,2,55,0,0,55,0,6,11,32,6
S2666 NGONGONGARE,CENTRE WITH 40 CANDIDATES OR MORE,680/3908,42/178,3.4772,ARUSHA,77,79,1,78,0,0,78,4,14,20,39,1
S2667 OSILIGI,CENTRE WITH 40 CANDIDATES OR MORE,1634/3908,102/178,3.9242,ARUSHA,46,55,3,52,0,0,52,1,3,12,30,6
S2668 BWIRO,CENTRE WITH 40 CANDIDATES OR MORE,3348/3908,233/246,4.2935,MWANZA,91,146,7,139,0,0,139,2,3,12,74,48
S2669 MURITI,CENTRE WITH 40 CANDIDATES OR MORE,3377/3908,235/246,4.3044,MWANZA,105,182,8,174,1,0,173,0,10,12,83,68
S2670 NAMAGONDO,CENTRE WITH 40 CANDIDATES OR MORE,3170/3908,222/246,4.2488,MWANZA,70,124,6,118,0,0,118,0,8,19,43,48
S2671 MATIMBWA,CENTRE WITH 40 CANDIDATES OR MORE,3469/3908,108/129,4.3375,PWANI,78,124,1,123,0,0,123,0,6,10,62,45
S2672 ILUNGA,CENTRE WITH 40 CANDIDATES OR MORE,3643/3908,182/187,4.4049,MBEYA,78,132,5,127,0,0,127,0,3,7,68,49
S2674 LUKANGAO,CENTRE WITH 40 CANDIDATES OR MORE,2721/3908,56/70,4.1453,RUKWA,56,76,0,76,0,0,76,1,4,7,44,20
S2675 MBIZI,CENTRE WITH 40 CANDIDATES OR MORE,1740/3908,36/70,3.9465,RUKWA,37,44,1,43,0,0,43,1,3,8,25,6
S2676 IPEPA,CENTRE WITH 40 CANDIDATES OR MORE,2266/3908,46/70,4.0577,RUKWA,82,97,1,96,0,0,96,0,8,10,64,14
S2677 MGAMA,CENTRE WITH 40 CANDIDATES OR MORE,2994/3908,124/134,4.2107,IRINGA,83,108,8,100,0,0,100,0,3,7,73,17
S2678 LYASA,CENTRE WITH 40 CANDIDATES OR MORE,3063/3908,127/134,4.2242,IRINGA,36,49,4,45,0,0,45,0,1,4,31,9
S2679 ILAMBILOLE,CENTRE WITH 40 CANDIDATES OR MORE,2072/3908,94/134,4.0199,IRINGA,72,84,1,83,0,0,83,0,5,13,54,11
S2680 MIYOMBONI,CENTRE WITH 40 CANDIDATES OR MORE,935/3908,36/134,3.6970,IRINGA,87,92,3,89,0,0,89,2,15,17,53,2
S2681 IPOGOLO,CENTRE WITH 40 CANDIDATES OR MORE,1503/3908,63/134,3.8925,IRINGA,149,180,1,179,0,0,179,5,25,20,99,30
S2682 KIHESA,CENTRE WITH 40 CANDIDATES OR MORE,992/3908,42/134,3.7263,IRINGA,155,175,1,174,0,0,174,6,25,32,92,19
S2683 STELLA FARM,CENTRE WITH 40 CANDIDATES OR MORE,3095/3908,166/187,4.2320,MBEYA,28,43,1,42,0,0,42,0,2,5,21,14
S2684 MAZIWA,CENTRE WITH 40 CANDIDATES OR MORE,2633/3908,146/187,4.1290,MBEYA,82,102,3,99,0,0,99,0,4,16,62,17
S2685 NSENGA,CENTRE WITH 40 CANDIDATES OR MORE,3484/3908,179/187,4.3444,MBEYA,52,77,0,77,0,0,77,0,1,6,45,25
S2686 KWANGU,CENTRE WITH 40 CANDIDATES OR MORE,3207/3908,241/276,4.2574,KILIMANJARO,51,73,2,71,0,0,71,0,3,8,40,20
S2687 RUBANA,CENTRE WITH 40 CANDIDATES OR MORE,2497/3908,83/177,4.1025,MARA,138,180,2,178,0,0,178,3,11,21,103,40
S2688 SENG'WA,CENTRE WITH 40 CANDIDATES OR MORE,1681/3908,68/100,3.9338,SIMIYU,38,45,1,44,0,0,44,0,4,9,25,6
S2689 MFURU,CENTRE WITH 40 CANDIDATES OR MORE,3259/3908,91/129,4.2708,PWANI,41,63,2,61,0,0,61,0,3,5,33,20
S2690 MSIMBU,CENTRE WITH 40 CANDIDATES OR MORE,2953/3908,77/129,4.2003,PWANI,66,95,3,92,0,0,92,0,5,11,50,26
S2691 KIBUTA,CENTRE WITH 40 CANDIDATES OR MORE,3486/3908,111/129,4.3456,PWANI,42,60,1,59,0,0,59,0,0,3,39,17
S2692 GONGONI,CENTRE WITH 40 CANDIDATES OR MORE,3754/3908,123/129,4.4706,PWANI,30,62,0,62,0,0,62,0,3,2,25,32
S2693 MWANDEGE BOYS',CENTRE WITH 40 CANDIDATES OR MORE,347/3908,21/129,2.9437,PWANI,76,76,0,76,0,0,76,10,28,25,13,0
S2695 MSAMARIA,CENTRE WITH LESS THAN 40 CANDIDATES,432/1011,26/41,3.7929,PWANI,27,28,0,28,0,0,28,0,1,11,15,1
S2696 ILEMBA,CENTRE WITH 40 CANDIDATES OR MORE,2641/3908,54/70,4.1302,RUKWA,55,87,0,87,0,0,87,1,5,18,31,32
S2697 IPARAMASA,CENTRE WITH 40 CANDIDATES OR MORE,3035/3908,86/102,4.2199,GEITA,57,95,7,88,0,0,88,2,5,8,42,31
S2698 NYARUTEMBO,CENTRE WITH 40 CANDIDATES OR MORE,1127/3908,33/102,3.7858,GEITA,47,61,5,56,0,0,56,2,8,9,28,9
S2699 WEMA,CENTRE WITH 40 CANDIDATES OR MORE,2817/3908,81/102,4.1674,GEITA,77,112,1,111,0,0,111,1,6,17,53,34
S2700 MAZOMBE,CENTRE WITH 40 CANDIDATES OR MORE,2362/3908,108/134,4.0747,IRINGA,76,85,0,85,0,0,85,0,5,10,61,9
S2701 LULANZI,CENTRE WITH 40 CANDIDATES OR MORE,1630/3908,73/134,3.9238,IRINGA,47,48,0,48,0,0,48,0,3,9,35,1
S2702 NYALUMBU,CENTRE WITH 40 CANDIDATES OR MORE,1512/3908,65/134,3.8955,IRINGA,78,89,4,85,0,0,85,2,6,14,56,7
S2703 KILOLO,CENTRE WITH 40 CANDIDATES OR MORE,1764/3908,80/134,3.9513,IRINGA,74,90,0,90,0,0,90,1,12,13,48,16
S2704 UKWEGA,CENTRE WITH 40 CANDIDATES OR MORE,1511/3908,64/134,3.8953,IRINGA,72,76,0,76,0,0,76,0,6,15,51,4
S2705 MNAZI MMOJA,CENTRE WITH 40 CANDIDATES OR MORE,2987/3908,165/237,4.2087,DAR ES SALAAM,163,242,1,241,0,0,241,0,12,34,117,78
S2706 KATORO DAY,CENTRE WITH 40 CANDIDATES OR MORE,2177/3908,124/215,4.0430,KAGERA,56,68,0,68,0,0,68,1,5,8,42,12
S2707 KIKOMELO,CENTRE WITH LESS THAN 40 CANDIDATES,288/1011,12/30,3.5400,KAGERA,18,20,2,18,0,0,18,2,0,6,10,0
S2708 KARAMAGI,CENTRE WITH 40 CANDIDATES OR MORE,2712/3908,160/215,4.1443,KAGERA,29,40,0,40,0,0,40,1,1,6,21,11
S2709 KABUGARO,CENTRE WITH 40 CANDIDATES OR MORE,3294/3908,193/215,4.2784,KAGERA,61,89,1,88,0,0,88,1,4,3,53,27
S2710 RUZINGA,CENTRE WITH 40 CANDIDATES OR MORE,2606/3908,153/215,4.1221,KAGERA,30,41,0,41,0,0,41,0,3,5,22,11
S2711 RWEMONDO,CENTRE WITH 40 CANDIDATES OR MORE,3848/3908,214/215,4.5627,KAGERA,28,63,2,61,0,0,61,0,1,2,25,33
S2712 NYANDOTO,CENTRE WITH 40 CANDIDATES OR MORE,3093/3908,122/177,4.2318,MARA,70,100,3,97,0,0,97,0,3,12,55,27
S2713 NYAMUNGA,CENTRE WITH 40 CANDIDATES OR MORE,3739/3908,171/177,4.4626,MARA,47,97,5,92,0,0,92,0,2,6,39,45
S2714 NYABIWE,CENTRE WITH LESS THAN 40 CANDIDATES,988/1011,21/21,4.5542,MARA,8,18,0,18,0,0,18,0,0,1,7,10
S2715 NYAMWAGA,CENTRE WITH 40 CANDIDATES OR MORE,1546/3908,39/177,3.9050,MARA,32,41,0,41,0,0,41,1,3,13,15,9
S2716 ROCHE,CENTRE WITH 40 CANDIDATES OR MORE,2459/3908,79/177,4.0950,MARA,60,81,1,80,0,0,80,0,7,9,44,20
S2717 KURUMWA,CENTRE WITH LESS THAN 40 CANDIDATES,966/1011,19/21,4.4779,MARA,10,20,1,19,0,0,19,0,0,1,9,9
S2718 KIROGO,CENTRE WITH LESS THAN 40 CANDIDATES,885/1011,16/21,4.2944,MARA,26,38,2,36,0,0,36,0,1,2,23,10
S2719 WANINGO,CENTRE WITH 40 CANDIDATES OR MORE,3419/3908,144/177,4.3202,MARA,33,54,1,53,0,0,53,0,1,7,25,20
S2720 TAI,CENTRE WITH 40 CANDIDATES OR MORE,1707/3908,46/177,3.9390,MARA,157,200,5,195,0,0,195,0,25,36,96,38
S2721 KEMAKORERE,CENTRE WITH 40 CANDIDATES OR MORE,3742/3908,172/177,4.4646,MARA,36,81,3,78,0,0,78,0,2,9,25,42
S2722 BUKURA,CENTRE WITH 40 CANDIDATES OR MORE,3704/3908,165/177,4.4383,MARA,35,69,6,63,0,0,63,0,2,3,30,28
S2723 GORIBE,CENTRE WITH 40 CANDIDATES OR MORE,2305/3908,68/177,4.0641,MARA,46,57,2,55,0,0,55,0,4,7,35,9
S2724 PROF. PHILEMON SARUNGI,CENTRE WITH 40 CANDIDATES OR MORE,1490/3908,35/177,3.8877,MARA,69,86,2,84,0,0,84,0,9,19,41,15
S2726 KWADELO,CENTRE WITH 40 CANDIDATES OR MORE,3397/3908,136/152,4.3127,DODOMA,56,74,1,73,0,0,73,0,0,6,50,17
S2727 CHEMBA,CENTRE WITH 40 CANDIDATES OR MORE,3598/3908,143/152,4.3864,DODOMA,34,52,2,50,0,0,50,0,1,1,32,16
S2728 PARANGA,CENTRE WITH LESS THAN 40 CANDIDATES,737/1011,41/63,4.1254,DODOMA,20,21,0,21,0,0,21,0,1,2,17,1
S2729 KELEMA,CENTRE WITH LESS THAN 40 CANDIDATES,858/1011,53/63,4.2681,DODOMA,24,38,0,38,0,0,38,0,1,6,17,14
S2730 IMBAFI,CENTRE WITH 40 CANDIDATES OR MORE,3795/3908,149/152,4.4993,DODOMA,57,91,0,91,0,0,91,0,2,1,54,34
S2731 KITEO,CENTRE WITH 40 CANDIDATES OR MORE,3114/3908,126/152,4.2369,DODOMA,38,46,0,46,0,0,46,0,1,5,32,8
S2732 MNADANI,CENTRE WITH 40 CANDIDATES OR MORE,733/3908,17/152,3.5464,DODOMA,143,146,1,145,0,0,145,6,27,37,73,2
S2733 ITEGA,CENTRE WITH 40 CANDIDATES OR MORE,2334/3908,89/152,4.0695,DODOMA,88,115,2,113,0,0,113,1,7,18,62,25
S2734 NTYUKA,CENTRE WITH 40 CANDIDATES OR MORE,2261/3908,84/152,4.0562,DODOMA,65,79,4,75,0,0,75,0,3,13,49,10
S2735 LUKUNDO,CENTRE WITH 40 CANDIDATES OR MORE,2451/3908,98/152,4.0933,DODOMA,128,183,2,181,0,0,181,5,12,22,89,53
S2736 BUIGIRI,CENTRE WITH 40 CANDIDATES OR MORE,1040/3908,34/152,3.7518,DODOMA,63,69,0,69,0,0,69,3,9,12,39,6
S2737 MPALANGA,CENTRE WITH LESS THAN 40 CANDIDATES,435/1011,18/63,3.7968,DODOMA,29,31,1,30,0,0,30,0,4,4,21,1
S2738 CHIBELELA,CENTRE WITH 40 CANDIDATES OR MORE,2694/3908,105/152,4.1415,DODOMA,37,43,0,43,0,0,43,0,0,7,30,6
S2739 MTOMBOZI,CENTRE WITH 40 CANDIDATES OR MORE,3886/3908,176/176,4.6595,MOROGORO,13,40,0,40,0,0,40,0,1,1,11,27
S2740 LUNDI,CENTRE WITH LESS THAN 40 CANDIDATES,1003/1011,57/59,4.6905,MOROGORO,13,38,1,37,0,0,37,0,0,0,13,24
S2741 SINGISA,CENTRE WITH LESS THAN 40 CANDIDATES,1000/1011,56/59,4.6527,MOROGORO,5,15,0,15,0,0,15,0,0,1,4,10
S2742 MISOZWE,CENTRE WITH 40 CANDIDATES OR MORE,3430/3908,146/215,4.3236,TANGA,37,54,0,54,0,0,54,0,3,3,31,17
S2743 DALUNI,CENTRE WITH 40 CANDIDATES OR MORE,3204/3908,125/215,4.2570,TANGA,31,47,1,46,0,0,46,0,2,6,23,15
S2744 DUGA,CENTRE WITH 40 CANDIDATES OR MORE,3525/3908,158/215,4.3580,TANGA,81,122,1,121,0,0,121,0,6,7,68,40
S2745 MTIMBWANI,CENTRE WITH 40 CANDIDATES OR MORE,2964/3908,99/215,4.2022,TANGA,48,65,1,64,0,0,64,2,2,4,40,16
S2746 MWAKIJEMBE,CENTRE WITH LESS THAN 40 CANDIDATES,719/1011,25/67,4.0966,TANGA,26,34,0,34,0,0,34,0,1,8,17,8
S2747 KWASHEMSHI,CENTRE WITH 40 CANDIDATES OR MORE,3800/3908,201/215,4.5060,TANGA,36,68,1,67,0,0,67,0,2,1,33,31
S2748 PATEMA,CENTRE WITH LESS THAN 40 CANDIDATES,985/1011,61/67,4.5466,TANGA,16,33,1,32,0,0,32,0,0,1,15,16
S2749 VIKINDU,CENTRE WITH 40 CANDIDATES OR MORE,3290/3908,94/129,4.2775,PWANI,52,77,3,74,0,0,74,0,2,9,41,22
S2750 MKUGILO,CENTRE WITH 40 CANDIDATES OR MORE,3660/3908,120/129,4.4110,PWANI,39,61,1,60,0,0,60,0,2,3,34,21
S2751 PANZUO,CENTRE WITH 40 CANDIDATES OR MORE,3753/3908,122/129,4.4705,PWANI,26,46,0,46,0,0,46,0,0,3,23,20
S2752 LUKANGA,CENTRE WITH 40 CANDIDATES OR MORE,2578/3908,62/129,4.1174,PWANI,41,54,2,52,0,0,52,0,2,9,30,11
S2753 MISITU,CENTRE WITH 40 CANDIDATES OR MORE,3691/3908,211/237,4.4271,DAR ES SALAAM,104,208,1,207,0,0,207,3,8,13,80,103
S2754 UGOMBOLWA,CENTRE WITH 40 CANDIDATES OR MORE,2165/3908,134/237,4.0407,DAR ES SALAAM,149,192,1,191,0,0,191,0,14,35,100,42
S2755 ZAWADI,CENTRE WITH 40 CANDIDATES OR MORE,2742/3908,155/237,4.1496,DAR ES SALAAM,174,259,1,258,0,0,258,2,21,33,118,84
S2756 VINGUNGUTI,CENTRE WITH 40 CANDIDATES OR MORE,3334/3908,180/237,4.2896,DAR ES SALAAM,214,333,2,331,0,0,331,0,12,36,166,117
S2757 KITONGA,CENTRE WITH 40 CANDIDATES OR MORE,3719/3908,215/237,4.4430,DAR ES SALAAM,32,49,1,48,0,0,48,0,1,1,30,16
S2758 MSONGOLA,CENTRE WITH 40 CANDIDATES OR MORE,3047/3908,168/237,4.2222,DAR ES SALAAM,156,235,1,234,0,0,234,2,12,22,120,78
S2759 MKERA,CENTRE WITH 40 CANDIDATES OR MORE,3770/3908,223/237,4.4777,DAR ES SALAAM,57,96,1,95,0,0,95,0,1,3,53,38
S2760 KINYAMWEZI,CENTRE WITH 40 CANDIDATES OR MORE,2141/3908,131/237,4.0341,DAR ES SALAAM,127,175,0,175,0,0,175,4,16,21,86,48
S2761 KEREZANGE,CENTRE WITH 40 CANDIDATES OR MORE,2157/3908,133/237,4.0395,DAR ES SALAAM,147,222,4,218,0,0,218,4,28,30,85,71
S2762 HALISI,CENTRE WITH 40 CANDIDATES OR MORE,3756/3908,219/237,4.4709,DAR ES SALAAM,151,247,2,245,0,0,245,0,3,5,143,94
S2763 FURAHA,CENTRE WITH 40 CANDIDATES OR MORE,2293/3908,140/237,4.0625,DAR ES SALAAM,88,133,1,132,0,0,132,4,13,18,53,44
S2764 NYEBURU,CENTRE WITH 40 CANDIDATES OR MORE,1899/3908,119/237,3.9828,DAR ES SALAAM,124,175,1,174,0,0,174,0,28,30,66,50
S2765 MIGOMBANI,CENTRE WITH 40 CANDIDATES OR MORE,1686/3908,111/237,3.9344,DAR ES SALAAM,197,238,1,237,0,0,237,2,26,35,134,40
S2766 KINYEREZI,CENTRE WITH 40 CANDIDATES OR MORE,3762/3908,221/237,4.4731,DAR ES SALAAM,153,299,3,296,0,0,296,0,8,19,126,143
S2767 GEREZANI,CENTRE WITH 40 CANDIDATES OR MORE,1628/3908,109/237,3.9233,DAR ES SALAAM,148,189,0,189,2,0,187,4,18,39,87,39
S2768 ULONGONI,CENTRE WITH 40 CANDIDATES OR MORE,1761/3908,113/237,3.9509,DAR ES SALAAM,273,328,2,326,0,0,326,5,26,59,183,53
S2769 ARI,CENTRE WITH 40 CANDIDATES OR MORE,3468/3908,190/237,4.3375,DAR ES SALAAM,160,251,5,246,0,0,246,1,5,19,135,86
S2770 KISUNGU,CENTRE WITH 40 CANDIDATES OR MORE,2966/3908,163/237,4.2023,DAR ES SALAAM,128,220,5,215,0,0,215,1,21,24,82,87
S2771 MCHIKICHINI,CENTRE WITH 40 CANDIDATES OR MORE,3694/3908,213/237,4.4278,DAR ES SALAAM,138,244,8,236,0,0,236,0,4,16,118,98
S2772 MCHANGANYIKO,CENTRE WITH 40 CANDIDATES OR MORE,3438/3908,188/237,4.3269,DAR ES SALAAM,162,266,3,263,0,0,263,0,8,29,125,101
S2773 VIWEGE,CENTRE WITH 40 CANDIDATES OR MORE,2215/3908,136/237,4.0487,DAR ES SALAAM,117,146,1,145,0,0,145,3,9,15,90,28
S2774 MSIMBAZI,CENTRE WITH 40 CANDIDATES OR MORE,3722/3908,217/237,4.4450,DAR ES SALAAM,147,287,8,279,0,0,279,1,9,15,122,132
S2775 SANGARA,CENTRE WITH 40 CANDIDATES OR MORE,2746/3908,157/237,4.1505,DAR ES SALAAM,53,61,1,60,0,0,60,0,3,6,44,7
S2776 MBONDOLE,CENTRE WITH 40 CANDIDATES OR MORE,3642/3908,206/237,4.4048,DAR ES SALAAM,134,259,1,258,0,0,258,1,11,18,104,124
S2777 NGUVU MPYA,CENTRE WITH 40 CANDIDATES OR MORE,3814/3908,231/237,4.5133,DAR ES SALAAM,157,292,7,285,0,0,285,0,5,8,144,128
S2778 ABUUY JUMAA,CENTRE WITH 40 CANDIDATES OR MORE,3359/3908,182/237,4.2969,DAR ES SALAAM,182,257,2,255,0,0,255,0,4,27,151,73
S2779 ZINGIZIWA,CENTRE WITH 40 CANDIDATES OR MORE,3856/3908,234/237,4.5743,DAR ES SALAAM,82,181,4,177,0,0,177,0,1,7,74,95
S2780 THEMI,CENTRE WITH 40 CANDIDATES OR MORE,2019/3908,117/178,4.0100,ARUSHA,199,249,4,245,0,0,245,1,17,44,137,46
S2781 IGOMELO,CENTRE WITH 40 CANDIDATES OR MORE,2684/3908,149/187,4.1393,MBEYA,73,99,0,99,0,0,99,0,8,14,51,26
S2782 NJIRO,CENTRE WITH 40 CANDIDATES OR MORE,1055/3908,61/178,3.7580,ARUSHA,95,116,4,112,0,0,112,4,21,14,56,17
S2783 BUJASHI,CENTRE WITH 40 CANDIDATES OR MORE,3088/3908,218/246,4.2305,MWANZA,87,154,14,140,0,0,140,3,5,22,57,53
S2785 NYANGUGE,CENTRE WITH 40 CANDIDATES OR MORE,2422/3908,170/246,4.0873,MWANZA,155,205,3,202,0,0,202,2,11,28,114,47
S2786 NG'HAYA,CENTRE WITH 40 CANDIDATES OR MORE,1548/3908,109/246,3.9051,MWANZA,84,103,2,101,0,0,101,3,8,19,54,17
S2787 SHISHANI,CENTRE WITH 40 CANDIDATES OR MORE,1778/3908,130/246,3.9548,MWANZA,124,145,2,143,0,0,143,1,12,20,91,19
S2788 NYANGWE,CENTRE WITH 40 CANDIDATES OR MORE,2373/3908,89/100,4.0761,SIMIYU,64,90,5,85,0,0,85,0,9,14,41,21
